priority,unit,area,property_group,what_is_wrong,what_to_fix,detail,streamline_unit_id,airbnb_url,vrbo_url,website_url,admin_url,owner,status,notes
medium,Deep Well of the Desert,PalmSprings,,Stage says Live but unit is Non-Renting,"Reconcile the two fields: either set the unit back to Renting, or change Property Stage off Live.","Property Stage = Live, Renting Type = Non-Renting",1051251,,,,,,open,
medium,Deep Well of the Desert,PalmSprings,,"Active in KeyData, not renting in Streamline",Deactivate in KeyData — this is not a renting property.,non-renting in Streamline,1051251,,,,,,open,
medium,Desert Blue,PalmSprings,,No COPS account/bank ID,Add the COPS account and bank IDs to the unit record.,,1051236,https://www.airbnb.com/rooms/1355303124416403828,https://www.vrbo.com/5136186,https://casago.com/rentals/1014414,,,open,
medium,Desert Breeze Oasis,PalmSprings,,No COPS account/bank ID,Add the COPS account and bank IDs to the unit record.,,1050659,https://www.airbnb.com/rooms/1355705964315888411,https://www.vrbo.com/5135447,https://casago.com/rentals/1013861,,,open,
medium,Desert Daydream,PalmSprings,,No COPS account/bank ID,Add the COPS account and bank IDs to the unit record.,,1056221,https://www.airbnb.com/rooms/1432800628654983666,https://www.vrbo.com/5136407,https://casago.com/rentals/1014604,,,open,
medium,Desert Delight,PalmSprings,,No COPS account/bank ID,Add the COPS account and bank IDs to the unit record.,,1056226,https://www.airbnb.com/rooms/1603771307703155332,https://www.vrbo.com/5136409,https://casago.com/rentals/1014605,,,open,
medium,Desert Dream House,PalmSprings,,No COPS account/bank ID,Add the COPS account and bank IDs to the unit record.,,1050842,https://www.airbnb.com/rooms/1355705662937019751,https://www.vrbo.com/5135723,https://www.casagosocal.com/vacation-rentals/coachella-valley/palm-desert/desert-dream-house,,,open,
medium,Desert Drift,PalmSprings,,Stage says Live but unit is Non-Renting,"Reconcile the two fields: either set the unit back to Renting, or change Property Stage off Live.","Property Stage = Live, Renting Type = Non-Renting",1050613,,,,,,open,
medium,Desert Drift,PalmSprings,,"Active in KeyData, not renting in Streamline",Deactivate in KeyData — this is not a renting property.,non-renting in Streamline,1050613,,,,,,open,
medium,Desert Dunes,PalmSprings,,No COPS account/bank ID,Add the COPS account and bank IDs to the unit record.,,1124232,https://www.airbnb.com/rooms/1731239015490841296,https://www.vrbo.com/5392430,https://casago.com/rental/1124232.html,,,open,
medium,Desert Falls Retreat,PalmSprings,,No COPS account/bank ID,Add the COPS account and bank IDs to the unit record.,,1050967,https://www.airbnb.com/rooms/1603773645105073580,https://www.vrbo.com/5135899,https://casago.com/rentals/1014162,,,open,
medium,Desert Falls in Love,PalmSprings,,No COPS account/bank ID,Add the COPS account and bank IDs to the unit record.,,1051100,https://www.airbnb.com/rooms/1014632523946826002,https://www.vrbo.com/5136044,https://casago.com/rentals/1014289,,,open,
medium,Desert Living Refuge,PalmSprings,,No COPS account/bank ID,Add the COPS account and bank IDs to the unit record.,,1051210,https://www.airbnb.com/rooms/1603771082001180703,https://www.vrbo.com/5136158,https://casago.com/rentals/1014389,,,open,
medium,Desert Luxe Retreat,PalmSprings,,No COPS account/bank ID,Add the COPS account and bank IDs to the unit record.,,1051099,https://www.airbnb.com/rooms/1583352871517789266,https://www.vrbo.com/5136043,https://casago.com/rentals/1014288,,,open,
medium,Desert Luxury Getaway - 30 night minimum,PalmSprings,,No COPS account/bank ID,Add the COPS account and bank IDs to the unit record.,,1050956,https://www.airbnb.com/rooms/1355706398092736287,https://www.vrbo.com/5135888,https://casago.com/rentals/1014151,,,open,
medium,Desert Mirage,PalmSprings,,Stage says Live but unit is Non-Renting,"Reconcile the two fields: either set the unit back to Renting, or change Property Stage off Live.","Property Stage = Live, Renting Type = Non-Renting",1051324,,,,,,open,
medium,Desert Mirage,PalmSprings,,"Active in KeyData, not renting in Streamline",Deactivate in KeyData — this is not a renting property.,non-renting in Streamline,1051324,,,,,,open,
medium,Desert Serene,PalmSprings,,Stage says Live but unit is Non-Renting,"Reconcile the two fields: either set the unit back to Renting, or change Property Stage off Live.","Property Stage = Live, Renting Type = Non-Renting",1051159,,,,,,open,
medium,Desert Serene,PalmSprings,,"Active in KeyData, not renting in Streamline",Deactivate in KeyData — this is not a renting property.,non-renting in Streamline,1051159,,,,,,open,
medium,Desert Sky Estate,PalmSprings,,No COPS account/bank ID,Add the COPS account and bank IDs to the unit record.,,1050973,https://www.airbnb.com/rooms/1014631512433964474,https://www.vrbo.com/5135906,https://casago.com/rentals/1014168,,,open,
medium,Desert Vista Oasis,PalmSprings,,No COPS account/bank ID,Add the COPS account and bank IDs to the unit record.,,1051284,https://www.airbnb.com/rooms/1167476729448699316,https://www.vrbo.com/5136233,https://casago.com/rentals/1014452,,,open,
medium,Diamond Palms at Desert Princess Resort,PalmSprings,,No COPS account/bank ID,Add the COPS account and bank IDs to the unit record.,,1092712,https://www.airbnb.com/rooms/1203773437722550720,https://www.vrbo.com/9986437ha,https://www.casagosocal.com/vacation-rentals/coachella-valley/cathedral-city/diamond-palms-at-desert-princess-resort,,,open,
medium,Downtown Desert Retreat,PalmSprings,,No COPS account/bank ID,Add the COPS account and bank IDs to the unit record.,,1092542,https://www.airbnb.com/rooms/1691377627291328379,https://www.vrbo.com/5287749,https://casago.com/rentals/1025754,,,open,
medium,East Amarillo Escape - 68652,PalmSprings,,Stage says Live but unit is Non-Renting,"Reconcile the two fields: either set the unit back to Renting, or change Property Stage off Live.","Property Stage = Live, Renting Type = Non-Renting",1050895,,,,,,open,
medium,East Park Classic - 1085,PalmSprings,,No COPS account/bank ID,Add the COPS account and bank IDs to the unit record.,,1050832,https://www.airbnb.com/rooms/1603774324042899440,https://www.vrbo.com/5135702,https://casago.com/rentals/1014029,,,open,
medium,Easy Living Palm Desert,PalmSprings,,No COPS account/bank ID,Add the COPS account and bank IDs to the unit record.,,1051223,https://www.airbnb.com/rooms/45688326,https://www.vrbo.com/5136172,https://casago.com/rentals/1014402,,,open,
medium,El Paseo Modern,PalmSprings,,No COPS account/bank ID,Add the COPS account and bank IDs to the unit record.,,1050952,https://www.airbnb.com/rooms/28459152,https://www.vrbo.com/5135883,https://casago.com/rentals/1014147,,,open,
medium,Endless Blooms #22,PalmSprings,,No COPS account/bank ID,Add the COPS account and bank IDs to the unit record.,,1050988,https://www.airbnb.com/rooms/1355706266953971670,https://www.vrbo.com/5135921,https://casago.com/rentals/1014182,,,open,
medium,Escape To Palm Desert - 27 night minimum rental,PalmSprings,,No COPS account/bank ID,Add the COPS account and bank IDs to the unit record.,,1050644,https://www.airbnb.com/rooms/22749697,https://www.vrbo.com/5135430,https://casago.com/rentals/1013846,,,open,
medium,Escape to Escena,PalmSprings,,No COPS account/bank ID,Add the COPS account and bank IDs to the unit record.,,1051183,https://www.airbnb.com/rooms/40862726,https://www.vrbo.com/5136131,https://casago.com/rentals/1014363,,,open,
medium,Esprit Escape,PalmSprings,,No COPS account/bank ID,Add the COPS account and bank IDs to the unit record.,,1050505,https://www.airbnb.com/rooms/1434975068521834316,https://www.vrbo.com/5135260,https://casago.com/rentals/1013710,,,open,
medium,Esprit Vacation Condo,PalmSprings,,Stage says Live but unit is Non-Renting,"Reconcile the two fields: either set the unit back to Renting, or change Property Stage off Live.","Property Stage = Live, Renting Type = Non-Renting",1050775,,,,,,open,
medium,Fairway View,PalmSprings,,Stage says Live but unit is Non-Renting,"Reconcile the two fields: either set the unit back to Renting, or change Property Stage off Live.","Property Stage = Live, Renting Type = Non-Renting",1050860,,,,,,open,
medium,Folded-Plate Roof,PalmSprings,,No COPS account/bank ID,Add the COPS account and bank IDs to the unit record.,,1050818,https://www.airbnb.com/rooms/1355706463457298334,https://www.vrbo.com/5135680,https://casago.com/rentals/1014015,,,open,
medium,Fred Waring Dreams,PalmSprings,,No COPS account/bank ID,Add the COPS account and bank IDs to the unit record.,,1051158,https://www.airbnb.com/rooms/1603774292694248651,https://www.vrbo.com/5136101,https://casago.com/rentals/1014339,,,open,
medium,Freestone Modern - 2806,PalmSprings,,Stage says Live but unit is Non-Renting,"Reconcile the two fields: either set the unit back to Renting, or change Property Stage off Live.","Property Stage = Live, Renting Type = Non-Renting",1050869,,,,,,open,
medium,Freestone Modern - 2806,PalmSprings,,"Active in KeyData, not renting in Streamline",Deactivate in KeyData — this is not a renting property.,non-renting in Streamline,1050869,,,,,,open,
medium,Golden Fairway,PalmSprings,,No COPS account/bank ID,Add the COPS account and bank IDs to the unit record.,,1051336,https://www.airbnb.com/rooms/1401633584117110370,https://www.vrbo.com/5136280,https://casago.com/rentals/1014491,,,open,
medium,Golf Paradise at Mission Lakes,PalmSprings,,Stage says Live but unit is Non-Renting,"Reconcile the two fields: either set the unit back to Renting, or change Property Stage off Live.","Property Stage = Live, Renting Type = Non-Renting",1051218,,,,,,open,
medium,Golf Paradise at Mission Lakes,PalmSprings,,"Active in KeyData, not renting in Streamline",Deactivate in KeyData — this is not a renting property.,non-renting in Streamline,1051218,,,,,,open,
medium,Hermosa Villas Hideaway,PalmSprings,,No COPS account/bank ID,Add the COPS account and bank IDs to the unit record.,,1050616,https://www.airbnb.com/rooms/1573960173525990949,https://www.vrbo.com/5135395,https://casago.com/rentals/1013819,,,open,
medium,Iconic Oasis,PalmSprings,,No COPS account/bank ID,Add the COPS account and bank IDs to the unit record.,,1050904,https://www.airbnb.com/rooms/1603772188032197301,https://www.vrbo.com/5135828,https://casago.com/rentals/1014100,,,open,
medium,Indulgent Escape In Rancho Mirage,PalmSprings,,No COPS account/bank ID,Add the COPS account and bank IDs to the unit record.,,1050521,https://www.airbnb.com/rooms/22749530,https://www.vrbo.com/5135282,https://casago.com/rentals/1013726,,,open,
medium,La Joya Granate,PalmSprings,,No COPS account/bank ID,Add the COPS account and bank IDs to the unit record.,,1050751,https://www.airbnb.com/rooms/1719753056810757084,https://www.vrbo.com/5135571,https://casago.com/rentals/1013950,,,open,
medium,Loufie's Desert Retreat,PalmSprings,,No COPS account/bank ID,Add the COPS account and bank IDs to the unit record.,,1050985,https://www.airbnb.com/rooms/1521838919013624607,https://www.vrbo.com/5135918,https://casago.com/rentals/1014180,,,open,
medium,Luxury on the Lake Rancho Mirage,PalmSprings,,No COPS account/bank ID,Add the COPS account and bank IDs to the unit record.,,1050836,https://www.airbnb.com/rooms/45688158,https://www.vrbo.com/5135710,https://casago.com/rentals/1014033,,,open,
medium,Mellow Yellow Butterfly,PalmSprings,,Stage says Live but unit is Non-Renting,"Reconcile the two fields: either set the unit back to Renting, or change Property Stage off Live.","Property Stage = Live, Renting Type = Non-Renting",1092798,,,,,,open,
medium,Mellow Yellow Butterfly,PalmSprings,,"Active in KeyData, not renting in Streamline",Deactivate in KeyData — this is not a renting property.,non-renting in Streamline,1092798,,,,,,open,
medium,Mesquite Condo in the Sun,PalmSprings,,No COPS account/bank ID,Add the COPS account and bank IDs to the unit record.,,1050784,https://www.airbnb.com/rooms/48212076,https://www.vrbo.com/5135627,https://casago.com/rentals/1013982,,,open,
medium,Mi Hermosa,PalmSprings,,No COPS account/bank ID,Add the COPS account and bank IDs to the unit record.,,1051242,https://www.airbnb.com/rooms/1604303898425461493,https://www.vrbo.com/5136192,https://casago.com/rentals/1014420,,,open,
medium,Mirage Cove,PalmSprings,,No COPS account/bank ID,Add the COPS account and bank IDs to the unit record.,,1050800,https://www.airbnb.com/rooms/22749739,https://www.vrbo.com/5135649,https://casago.com/rentals/1013997,,,open,
medium,Mod Reflections at Tamarisk,PalmSprings,,No COPS account/bank ID,Add the COPS account and bank IDs to the unit record.,,1050830,https://www.airbnb.com/rooms/1355705682886073634,https://www.vrbo.com/5135698,https://casago.com/rentals/1014027,,,open,
medium,Modern & Breezy,PalmSprings,,No COPS account/bank ID,Add the COPS account and bank IDs to the unit record.,,1050725,https://www.airbnb.com/rooms/1412535775027072654,https://www.vrbo.com/5135531,https://casago.com/rentals/1013924,,,open,
medium,Modern Desert Retreat,PalmSprings,,No COPS account/bank ID,Add the COPS account and bank IDs to the unit record.,,1050826,https://www.airbnb.com/rooms/1603772864021571738,https://www.vrbo.com/5135691,https://casago.com/rentals/1014023,,,open,
medium,Modern Luxe,PalmSprings,,No COPS account/bank ID,Add the COPS account and bank IDs to the unit record.,,1092709,https://www.airbnb.com/rooms/48993229,,https://casago.com/rental/1092709.html,,,open,
medium,Modern Mirage,PalmSprings,,No COPS account/bank ID,Add the COPS account and bank IDs to the unit record.,,1050522,https://www.airbnb.com/rooms/22749707,https://www.vrbo.com/5135283,https://casago.com/rentals/1013727,,,open,
medium,Morning Springs Mirage,PalmSprings,,No COPS account/bank ID,Add the COPS account and bank IDs to the unit record.,,1051070,https://www.airbnb.com/rooms/1355706620513384851,https://www.vrbo.com/5136007,https://casago.com/rentals/1014259,,,open,
medium,Mountain Shadows Condo,PalmSprings,,No COPS account/bank ID,Add the COPS account and bank IDs to the unit record.,,1050603,https://www.airbnb.com/rooms/48212074,https://www.vrbo.com/5135377,https://www.casagosocal.com/vacation-rentals/coachella-valley/palm-springs/mountain-shadows-condo,,,open,
medium,Mountain View Oasis at PGA West,PalmSprings,,Stage says Live but unit is Non-Renting,"Reconcile the two fields: either set the unit back to Renting, or change Property Stage off Live.","Property Stage = Live, Renting Type = Non-Renting",1092750,,,,,,open,
medium,Mountain View Oasis at PGA West,PalmSprings,,"Active in KeyData, not renting in Streamline",Deactivate in KeyData — this is not a renting property.,non-renting in Streamline,1092750,,,,,,open,
medium,Movie Colony Bungalow - 3364,PalmSprings,,Stage says Live but unit is Non-Renting,"Reconcile the two fields: either set the unit back to Renting, or change Property Stage off Live.","Property Stage = Live, Renting Type = Non-Renting",1050645,,,,,,open,
medium,My Kind Of Zen,PalmSprings,,Stage says Live but unit is Non-Renting,"Reconcile the two fields: either set the unit back to Renting, or change Property Stage off Live.","Property Stage = Live, Renting Type = Non-Renting",1092786,,,,,,open,
medium,My Kind Of Zen,PalmSprings,,"Active in KeyData, not renting in Streamline",Deactivate in KeyData — this is not a renting property.,non-renting in Streamline,1092786,,,,,,open,
medium,Oasis in Palm Desert Resorter,PalmSprings,,No COPS account/bank ID,Add the COPS account and bank IDs to the unit record.,,1051300,https://www.airbnb.com/rooms/1389802507562726314,https://www.vrbo.com/5136248,https://casago.com/rentals/1014464,,,open,
medium,Olivos Oasis,PalmSprings,,"Active in KeyData, not renting in Streamline",Deactivate in KeyData — this is not a renting property.,non-renting in Streamline,1102280,,,,,,open,
medium,PD Retreat,PalmSprings,,No COPS account/bank ID,Add the COPS account and bank IDs to the unit record.,,1051163,https://www.airbnb.com/rooms/1603773362630279214,https://www.vrbo.com/5136107,https://casago.com/rentals/1014343,,,open,
medium,Palm Breeze,PalmSprings,,No COPS account/bank ID,Add the COPS account and bank IDs to the unit record.,,1051360,https://www.airbnb.com/rooms/1490761481119254885,https://www.vrbo.com/5136306,https://casago.com/rentals/1014512,,,open,
medium,Palm Desert Charm,PalmSprings,,No COPS account/bank ID,Add the COPS account and bank IDs to the unit record.,,1050958,https://www.airbnb.com/rooms/1604088829684294520,https://www.vrbo.com/5135890,https://casago.com/rentals/1014153,,,open,
medium,Palm Desert Oasis on the Green,PalmSprings,,No COPS account/bank ID,Add the COPS account and bank IDs to the unit record.,,1051000,https://www.airbnb.com/rooms/1683520016731306260,,https://www.casagosocal.com/vacation-rentals/coachella-valley/palm-desert/palm-desert-oasis-on-the-green,,,open,
medium,Palm Desert Resorter 16-18,PalmSprings,,No COPS account/bank ID,Add the COPS account and bank IDs to the unit record.,,1050961,https://www.airbnb.com/rooms/1603772218156329463,https://www.vrbo.com/5135893,https://casago.com/rentals/1014156,,,open,
medium,Palm Desert Resorter 42-04,PalmSprings,,No COPS account/bank ID,Add the COPS account and bank IDs to the unit record.,,1050908,https://www.airbnb.com/rooms/1603773927493314921,https://www.vrbo.com/5135832,https://casago.com/rentals/1014104,,,open,
medium,Palm Oasis Escape,PalmSprings,,No COPS account/bank ID,Add the COPS account and bank IDs to the unit record.,,1051250,https://www.airbnb.com/rooms/1363733830017376474,https://www.vrbo.com/5136200,https://casago.com/rentals/1014428,,,open,
medium,Palm Paradise,PalmSprings,,No COPS account/bank ID,Add the COPS account and bank IDs to the unit record.,,1056227,https://www.airbnb.com/rooms/1493037415060630154,https://www.vrbo.com/5136410,https://casago.com/rentals/1014607,,,open,
medium,Palm Paradise Villa,PalmSprings,,No COPS account/bank ID,Add the COPS account and bank IDs to the unit record.,,1050755,https://www.airbnb.com/rooms/990572980792550157,https://www.vrbo.com/5135577,https://casago.com/rentals/1013954,,,open,
medium,Palm Springs Area; 2 Suite Retreat,PalmSprings,,No COPS account/bank ID,Add the COPS account and bank IDs to the unit record.,,1051072,https://www.airbnb.com/rooms/1355705619223030673,https://www.vrbo.com/5136009,https://casago.com/rentals/1014261,,,open,
medium,Palm Springs Boho Bliss,PalmSprings,,No COPS account/bank ID,Add the COPS account and bank IDs to the unit record.,,1050745,https://www.airbnb.com/rooms/1604102583500612827,https://www.vrbo.com/5135563,https://casago.com/rentals/1013944,,,open,
medium,"Palm Springs Condo, Sunrise Villas",PalmSprings,,No COPS account/bank ID,Add the COPS account and bank IDs to the unit record.,,1050821,https://www.airbnb.com/rooms/1355705431277330537,https://www.vrbo.com/5135685,https://casago.com/rentals/1014018,,,open,
medium,Palm Springs Pool Home - 1063,PalmSprings,,"Active in KeyData, not renting in Streamline",Deactivate in KeyData — this is not a renting property.,non-renting in Streamline,1050544,,,,,,open,
medium,Palm Springs Sunrise Condo,PalmSprings,,No COPS account/bank ID,Add the COPS account and bank IDs to the unit record.,,1051245,https://www.airbnb.com/rooms/45688133,https://www.vrbo.com/5136195,https://casago.com/rentals/1014423,,,open,
medium,Palm Springs Villa,PalmSprings,,No COPS account/bank ID,Add the COPS account and bank IDs to the unit record.,,1051243,https://www.airbnb.com/rooms/1355705801355518552,https://www.vrbo.com/5136193,https://casago.com/rentals/1014421,,,open,
medium,Panoramic Southridge Views Condo,PalmSprings,,No COPS account/bank ID,Add the COPS account and bank IDs to the unit record.,,1051033,https://www.airbnb.com/rooms/47907747,https://www.vrbo.com/5135971,https://casago.com/rentals/1014226,,,open,
medium,Paradise,PalmSprings,,No COPS account/bank ID,Add the COPS account and bank IDs to the unit record.,,1051129,https://www.airbnb.com/rooms/1604093751178901054,https://www.vrbo.com/5136072,https://casago.com/rentals/1014313,,,open,
medium,Paradise Views Townhome,PalmSprings,,No COPS account/bank ID,Add the COPS account and bank IDs to the unit record.,,1050604,https://www.airbnb.com/rooms/48212077,https://www.vrbo.com/5135378,,,,open,
medium,Pasada Dreams,PalmSprings,,No COPS account/bank ID,Add the COPS account and bank IDs to the unit record.,,1050543,https://www.airbnb.com/rooms/1355705781523765643,https://www.vrbo.com/5135307,https://casago.com/rentals/1013748,,,open,
medium,Pebble Beach Haven,PalmSprings,,No COPS account/bank ID,Add the COPS account and bank IDs to the unit record.,,1050608,https://www.airbnb.com/rooms/1604070598248518839,https://www.vrbo.com/5135383,https://casago.com/rentals/1013811,,,open,
medium,Play and Stay Sanctuary,PalmSprings,,Stage says Live but unit is Non-Renting,"Reconcile the two fields: either set the unit back to Renting, or change Property Stage off Live.","Property Stage = Live, Renting Type = Non-Renting",1093006,,,,,,open,
medium,Plush Pad Palm Springs - 2937,PalmSprings,,Stage says Live but unit is Non-Renting,"Reconcile the two fields: either set the unit back to Renting, or change Property Stage off Live.","Property Stage = Live, Renting Type = Non-Renting",1051341,,,,,,open,
medium,Poinciana Paradise,PalmSprings,,No COPS account/bank ID,Add the COPS account and bank IDs to the unit record.,,1050922,https://www.airbnb.com/rooms/1603772090906232062,https://www.vrbo.com/5135849,https://casago.com/rentals/1014118,,,open,
medium,Rancho Mirage Condo,PalmSprings,,No COPS account/bank ID,Add the COPS account and bank IDs to the unit record.,,1050877,https://www.airbnb.com/rooms/1603772425212559773,https://www.vrbo.com/5135784,https://casago.com/rentals/1014073,,,open,
medium,Rancho Mirage Golf Retreat,PalmSprings,,No COPS account/bank ID,Add the COPS account and bank IDs to the unit record.,,1050509,https://www.airbnb.com/rooms/28459422,https://www.vrbo.com/5135265,https://casago.com/rentals/1013714,,,open,
medium,Rancho Mirage Tamarisk Villa,PalmSprings,,Stage says Live but unit is Non-Renting,"Reconcile the two fields: either set the unit back to Renting, or change Property Stage off Live.","Property Stage = Live, Renting Type = Non-Renting",1050639,,,,,,open,
medium,Rancho Mirage Tamarisk Villa,PalmSprings,,"Active in KeyData, not renting in Streamline",Deactivate in KeyData — this is not a renting property.,non-renting in Streamline,1050639,,,,,,open,
medium,Rancho Mirage Vacation Villa,PalmSprings,,No COPS account/bank ID,Add the COPS account and bank IDs to the unit record.,,1050636,https://www.airbnb.com/rooms/28459507,https://www.vrbo.com/5135420,https://casago.com/rentals/1013838,,,open,
medium,Rancho Palm Paradise,PalmSprings,,Stage says Live but unit is Non-Renting,"Reconcile the two fields: either set the unit back to Renting, or change Property Stage off Live.","Property Stage = Live, Renting Type = Non-Renting",1051371,,,,,,open,
medium,Red Roof Retreat,PalmSprings,,No COPS account/bank ID,Add the COPS account and bank IDs to the unit record.,,1051069,https://www.airbnb.com/rooms/28459485,https://www.vrbo.com/5136004,https://casago.com/rentals/1014258,,,open,
medium,Ridgecrest Retreat,PalmSprings,,No COPS account/bank ID,Add the COPS account and bank IDs to the unit record.,,1051142,https://www.airbnb.com/rooms/1313119400651478156,https://www.vrbo.com/5136084,https://casago.com/rentals/1014325,,,open,
medium,Rio Del Sol Retreat,PalmSprings,,No COPS account/bank ID,Add the COPS account and bank IDs to the unit record.,,1051215,https://www.airbnb.com/rooms/1305339640356194267,https://www.vrbo.com/5136164,https://casago.com/rentals/1014394,,,open,
medium,Riviera Garden Villa,PalmSprings,,No COPS account/bank ID,Add the COPS account and bank IDs to the unit record.,,1051189,https://www.airbnb.com/rooms/28458940,https://www.vrbo.com/5136137,https://casago.com/rentals/1014369,,,open,
medium,Riviera Gardens,PalmSprings,,No COPS account/bank ID,Add the COPS account and bank IDs to the unit record.,,1050760,https://www.airbnb.com/rooms/1604099774499191458,https://www.vrbo.com/5135589,https://casago.com/rentals/1013959,,,open,
medium,Rolling Knoll Charm | 30-night minimum rental,PalmSprings,,No COPS account/bank ID,Add the COPS account and bank IDs to the unit record.,,1050647,https://www.airbnb.com/rooms/1603771705069718625,https://www.vrbo.com/5135433,https://casago.com/rentals/1013849,,,open,
medium,Royale Retreat,PalmSprings,,No COPS account/bank ID,Add the COPS account and bank IDs to the unit record.,,1050542,https://www.airbnb.com/rooms/1603771248931463959,https://www.vrbo.com/5135305,https://casago.com/rentals/1013747,,,open,
medium,Santa Rosa Villa,PalmSprings,,No COPS account/bank ID,Add the COPS account and bank IDs to the unit record.,,1051065,https://www.airbnb.com/rooms/1355705680986183143,https://www.vrbo.com/5136000,https://casago.com/rentals/1014254,,,open,
medium,Sawgrass Summer,PalmSprings,,No COPS account/bank ID,Add the COPS account and bank IDs to the unit record.,,1051310,https://www.airbnb.com/rooms/1603773171460546038,https://www.vrbo.com/5136255,https://casago.com/rentals/1014470,,,open,
medium,Serene On The Green,PalmSprings,,No COPS account/bank ID,Add the COPS account and bank IDs to the unit record.,,1051126,https://www.airbnb.com/rooms/1111772939857340029,https://www.vrbo.com/5136067,https://casago.com/rentals/1014310,,,open,
medium,Serenity Sands,PalmSprings,,No COPS account/bank ID,Add the COPS account and bank IDs to the unit record.,,1051357,https://www.airbnb.com/rooms/1495932698871782619,https://www.vrbo.com/5136302,https://casago.com/rentals/1014509,,,open,
medium,Serenity at Desert Princess,PalmSprings,,No COPS account/bank ID,Add the COPS account and bank IDs to the unit record.,,1051394,https://www.airbnb.com/rooms/1590054498388074260,https://www.vrbo.com/5136338,https://casago.com/rentals/1014542,,,open,
medium,Sol Suave,PalmSprings,,No COPS account/bank ID,Add the COPS account and bank IDs to the unit record.,,1051261,https://www.airbnb.com/rooms/1355302080888587301,https://www.vrbo.com/5136214,https://casago.com/rentals/1014437,,,open,
medium,South Palm Desert Paradise,PalmSprings,,No COPS account/bank ID,Add the COPS account and bank IDs to the unit record.,,1050994,https://www.airbnb.com/rooms/1355706308452158936,https://www.vrbo.com/5135927,https://casago.com/rentals/1014188,,,open,
medium,Spring into Oasis - 44022 - 7 Night Minimum,PalmSprings,,"Active in KeyData, not renting in Streamline",Deactivate in KeyData — this is not a renting property.,non-renting in Streamline,1050911,,,,,,open,
medium,Summit Glow,PalmSprings,,No COPS account/bank ID,Add the COPS account and bank IDs to the unit record.,,1050982,https://www.airbnb.com/rooms/1422655402433936988,https://www.vrbo.com/5135915,https://casago.com/rentals/1014177,,,open,
medium,Sun and Games - 64512,PalmSprings,,Stage says Live but unit is Non-Renting,"Reconcile the two fields: either set the unit back to Renting, or change Property Stage off Live.","Property Stage = Live, Renting Type = Non-Renting",1050876,,,,,,open,
medium,Sundance Retreat,PalmSprings,,No COPS account/bank ID,Add the COPS account and bank IDs to the unit record.,,1056212,https://www.airbnb.com/rooms/1500952539379378511,https://www.vrbo.com/5136399,https://casago.com/rentals/1014595,,,open,
medium,Sunny Delight,PalmSprings,,No COPS account/bank ID,Add the COPS account and bank IDs to the unit record.,,1051212,https://www.airbnb.com/rooms/24185127,https://www.vrbo.com/5136160,https://casago.com/rentals/1014391,,,open,
medium,Sunny Escape,PalmSprings,,No COPS account/bank ID,Add the COPS account and bank IDs to the unit record.,,1050782,https://www.airbnb.com/rooms/1513083771560019102,https://www.vrbo.com/5135625,https://casago.com/rentals/1013980,,,open,
medium,Sunrise Palms Paradise,PalmSprings,,No COPS account/bank ID,Add the COPS account and bank IDs to the unit record.,,1051271,https://www.airbnb.com/rooms/1604103385828489891,https://www.vrbo.com/5136221,https://casago.com/rentals/1014442,,,open,
medium,Sunset Palms Villa,PalmSprings,,No COPS account/bank ID,Add the COPS account and bank IDs to the unit record.,,1050619,https://www.airbnb.com/rooms/1355705437981959021,https://www.vrbo.com/5135400,https://casago.com/rentals/1013822,,,open,
medium,Sunshine On My Shoulders,PalmSprings,,No COPS account/bank ID,Add the COPS account and bank IDs to the unit record.,,1050679,https://www.airbnb.com/rooms/1604088501602076405,https://www.vrbo.com/5135468,https://casago.com/rentals/1013880,,,open,
medium,Tennis on El Paseo at Sandroc,PalmSprings,,No COPS account/bank ID,Add the COPS account and bank IDs to the unit record.,,1050786,https://www.airbnb.com/rooms/47907745,https://www.vrbo.com/5135629,https://casago.com/rentals/1013984,,,open,
medium,The Bev Palm Springs - 3591,PalmSprings,,Stage says Live but unit is Non-Renting,"Reconcile the two fields: either set the unit back to Renting, or change Property Stage off Live.","Property Stage = Live, Renting Type = Non-Renting",1050929,,,,,,open,
medium,The Brio Palm Springs,PalmSprings,,No COPS account/bank ID,Add the COPS account and bank IDs to the unit record.,,1051233,https://www.airbnb.com/rooms/1355705519982719158,https://www.vrbo.com/5136183,https://casago.com/rentals/1014411,,,open,
medium,The Burton Estate - 3992,PalmSprings,,Stage says Live but unit is Non-Renting,"Reconcile the two fields: either set the unit back to Renting, or change Property Stage off Live.","Property Stage = Live, Renting Type = Non-Renting",1050910,,,,,,open,
medium,The Burton Estate - 3992,PalmSprings,,"Active in KeyData, not renting in Streamline",Deactivate in KeyData — this is not a renting property.,non-renting in Streamline,1050910,,,,,,open,
medium,The Charming Palm Escape,PalmSprings,,No COPS account/bank ID,Add the COPS account and bank IDs to the unit record.,,1051002,https://www.airbnb.com/rooms/1472512682042209367,https://www.vrbo.com/5135937,https://casago.com/rentals/1014195,,,open,
medium,The Desert Lounge,PalmSprings,,No COPS account/bank ID,Add the COPS account and bank IDs to the unit record.,,1050768,https://www.airbnb.com/rooms/1521166548041436016,https://www.vrbo.com/5135599,https://casago.com/rentals/1013966,,,open,
